CVE,CVE-Description,CVSSv2 Base (nvd),CVSSv3.1 Base (nvd),QID,Title,Severity,KB Severity,Type Detected,Last Detected,First Detected,Protocol,Port,Status,Asset Id,Asset Name,Asset IPV4,Asset IPV6,Solution,Asset Tags,Disabled,Ignored,QVS Score,Detection AGE,Published Date,Patch Released,Category,CVSS Rating Labels,RTI,Operating System,Last Fixed,Last Reopened,Times Detected,Threat,Vuln Patchable,Asset Critical Score,TruRisk Score,Vulnerability Tags,Results
CVE-2024-38011,Secure Boot Security Feature Bypass Vulnerability,-,8,92149,Microsoft Windows Security Update for July 2024,5,5,Confirmed,"Jul 12, 2024","Jul 12, 2024",-,-,NEW,659180224,windows,"10.34.176.146,192.168.23.1,192.168.56.1,192.168.88.1","fe80:0:0:0:302b:2823:eb0d:5dba,fe80:0:0:0:b351:12b8:fa75:8f5f,fe80:0:0:0:bd57:adf7:ad2b:1e04,fe80:0:0:0:c0c6:d7bd:d505:2622","Please refer to the following KB Articles associated with the update:

KB5040430
KB5040434
KB5040448
KB5040438
KB5040442
KB5040427
KB5040431
KB5040437
KB5040456
KB5040485
KB5040497
KB5040498
KB5040499
KB5040490
(Please refer to the following KB Articles associated with the update:<BR>

https://support.microsoft.com/en-in/help/5040430
https://support.microsoft.com/en-in/help/5040434
https://support.microsoft.com/en-in/help/5040448
https://support.microsoft.com/en-in/help/5040438
https://support.microsoft.com/en-in/help/5040442
https://support.microsoft.com/en-in/help/5040427
https://support.microsoft.com/en-in/help/5040431
https://support.microsoft.com/en-in/help/5040437
https://support.microsoft.com/en-in/help/5040456
https://support.microsoft.com/en-in/help/5040485
https://support.microsoft.com/en-in/help/5040497
https://support.microsoft.com/en-in/help/5040498
https://support.microsoft.com/en-in/help/5040499
https://support.microsoft.com/en-in/help/5040490
)",Cloud Agent,No,No,35,17,"Jul 9, 2024","Jul 8, 2024",Windows,CRITICAL,"Active Attacks,Easy Exploit,Malware Name,Public Exploit,Remote Code Execution,Privilege Escalation,CISA Known Exploited Vulnerabilities",Microsoft Windows 11 Pro 10.0.22631 64-bit N/A Build 22631 UBR 3737,-,-,1,"Successful exploit could compromise Confidentiality, Integrity and Availability<P>",Yes,2,337,,"KB5040442 is not installed 
%windir%\system32\ntoskrnl.exe  Version is  10.0.22621.3733
"
CVE-2024-38054,Kernel Streaming WOW Thunk Service Driver Elevation of Privilege Vulnerability,-,7.8,92149,Microsoft Windows Security Update for July 2024,5,5,Confirmed,"Jul 12, 2024","Jul 12, 2024",-,-,NEW,659180224,windows,"10.34.176.146,192.168.23.1,192.168.56.1,192.168.88.1","fe80:0:0:0:302b:2823:eb0d:5dba,fe80:0:0:0:b351:12b8:fa75:8f5f,fe80:0:0:0:bd57:adf7:ad2b:1e04,fe80:0:0:0:c0c6:d7bd:d505:2622","Please refer to the following KB Articles associated with the update:

KB5040430
KB5040434
KB5040448
KB5040438
KB5040442
KB5040427
KB5040431
KB5040437
KB5040456
KB5040485
KB5040497
KB5040498
KB5040499
KB5040490
(Please refer to the following KB Articles associated with the update:<BR>

https://support.microsoft.com/en-in/help/5040430
https://support.microsoft.com/en-in/help/5040434
https://support.microsoft.com/en-in/help/5040448
https://support.microsoft.com/en-in/help/5040438
https://support.microsoft.com/en-in/help/5040442
https://support.microsoft.com/en-in/help/5040427
https://support.microsoft.com/en-in/help/5040431
https://support.microsoft.com/en-in/help/5040437
https://support.microsoft.com/en-in/help/5040456
https://support.microsoft.com/en-in/help/5040485
https://support.microsoft.com/en-in/help/5040497
https://support.microsoft.com/en-in/help/5040498
https://support.microsoft.com/en-in/help/5040499
https://support.microsoft.com/en-in/help/5040490
)",Cloud Agent,No,No,35,17,"Jul 9, 2024","Jul 8, 2024",Windows,CRITICAL,"Active Attacks,Easy Exploit,Malware Name,Public Exploit,Remote Code Execution,Privilege Escalation,CISA Known Exploited Vulnerabilities",Microsoft Windows 11 Pro 10.0.22631 64-bit N/A Build 22631 UBR 3737,-,-,1,"Successful exploit could compromise Confidentiality, Integrity and Availability<P>",Yes,2,337,,"KB5040442 is not installed 
%windir%\system32\ntoskrnl.exe  Version is  10.0.22621.3733
"
CVE-2024-38010,Secure Boot Security Feature Bypass Vulnerability,-,8,92149,Microsoft Windows Security Update for July 2024,5,5,Confirmed,"Jul 12, 2024","Jul 12, 2024",-,-,NEW,659180224,windows,"10.34.176.146,192.168.23.1,192.168.56.1,192.168.88.1","fe80:0:0:0:302b:2823:eb0d:5dba,fe80:0:0:0:b351:12b8:fa75:8f5f,fe80:0:0:0:bd57:adf7:ad2b:1e04,fe80:0:0:0:c0c6:d7bd:d505:2622","Please refer to the following KB Articles associated with the update:

KB5040430
KB5040434
KB5040448
KB5040438
KB5040442
KB5040427
KB5040431
KB5040437
KB5040456
KB5040485
KB5040497
KB5040498
KB5040499
KB5040490
(Please refer to the following KB Articles associated with the update:<BR>

https://support.microsoft.com/en-in/help/5040430
https://support.microsoft.com/en-in/help/5040434
https://support.microsoft.com/en-in/help/5040448
https://support.microsoft.com/en-in/help/5040438
https://support.microsoft.com/en-in/help/5040442
https://support.microsoft.com/en-in/help/5040427
https://support.microsoft.com/en-in/help/5040431
https://support.microsoft.com/en-in/help/5040437
https://support.microsoft.com/en-in/help/5040456
https://support.microsoft.com/en-in/help/5040485
https://support.microsoft.com/en-in/help/5040497
https://support.microsoft.com/en-in/help/5040498
https://support.microsoft.com/en-in/help/5040499
https://support.microsoft.com/en-in/help/5040490
)",Cloud Agent,No,No,35,17,"Jul 9, 2024","Jul 8, 2024",Windows,CRITICAL,"Active Attacks,Easy Exploit,Malware Name,Public Exploit,Remote Code Execution,Privilege Escalation,CISA Known Exploited Vulnerabilities",Microsoft Windows 11 Pro 10.0.22631 64-bit N/A Build 22631 UBR 3737,-,-,1,"Successful exploit could compromise Confidentiality, Integrity and Availability<P>",Yes,2,337,,"KB5040442 is not installed 
%windir%\system32\ntoskrnl.exe  Version is  10.0.22621.3733
"
CVE-2024-38017,Microsoft Message Queuing Information Disclosure Vulnerability,-,5.5,92149,Microsoft Windows Security Update for July 2024,5,5,Confirmed,"Jul 12, 2024","Jul 12, 2024",-,-,NEW,659180224,windows,"10.34.176.146,192.168.23.1,192.168.56.1,192.168.88.1","fe80:0:0:0:302b:2823:eb0d:5dba,fe80:0:0:0:b351:12b8:fa75:8f5f,fe80:0:0:0:bd57:adf7:ad2b:1e04,fe80:0:0:0:c0c6:d7bd:d505:2622","Please refer to the following KB Articles associated with the update:

KB5040430
KB5040434
KB5040448
KB5040438
KB5040442
KB5040427
KB5040431
KB5040437
KB5040456
KB5040485
KB5040497
KB5040498
KB5040499
KB5040490
(Please refer to the following KB Articles associated with the update:<BR>

https://support.microsoft.com/en-in/help/5040430
https://support.microsoft.com/en-in/help/5040434
https://support.microsoft.com/en-in/help/5040448
https://support.microsoft.com/en-in/help/5040438
https://support.microsoft.com/en-in/help/5040442
https://support.microsoft.com/en-in/help/5040427
https://support.microsoft.com/en-in/help/5040431
https://support.microsoft.com/en-in/help/5040437
https://support.microsoft.com/en-in/help/5040456
https://support.microsoft.com/en-in/help/5040485
https://support.microsoft.com/en-in/help/5040497
https://support.microsoft.com/en-in/help/5040498
https://support.microsoft.com/en-in/help/5040499
https://support.microsoft.com/en-in/help/5040490
)",Cloud Agent,No,No,30,17,"Jul 9, 2024","Jul 8, 2024",Windows,CRITICAL,"Active Attacks,Easy Exploit,Malware Name,Public Exploit,Remote Code Execution,Privilege Escalation,CISA Known Exploited Vulnerabilities",Microsoft Windows 11 Pro 10.0.22631 64-bit N/A Build 22631 UBR 3737,-,-,1,"Successful exploit could compromise Confidentiality, Integrity and Availability<P>",Yes,2,337,,"KB5040442 is not installed 
%windir%\system32\ntoskrnl.exe  Version is  10.0.22621.3733
"
CVE-2024-30013,Windows MultiPoint Services Remote Code Execution Vulnerability,-,8.8,92149,Microsoft Windows Security Update for July 2024,5,5,Confirmed,"Jul 12, 2024","Jul 12, 2024",-,-,NEW,659180224,windows,"10.34.176.146,192.168.23.1,192.168.56.1,192.168.88.1","fe80:0:0:0:302b:2823:eb0d:5dba,fe80:0:0:0:b351:12b8:fa75:8f5f,fe80:0:0:0:bd57:adf7:ad2b:1e04,fe80:0:0:0:c0c6:d7bd:d505:2622","Please refer to the following KB Articles associated with the update:

KB5040430
KB5040434
KB5040448
KB5040438
KB5040442
KB5040427
KB5040431
KB5040437
KB5040456
KB5040485
KB5040497
KB5040498
KB5040499
KB5040490
(Please refer to the following KB Articles associated with the update:<BR>

https://support.microsoft.com/en-in/help/5040430
https://support.microsoft.com/en-in/help/5040434
https://support.microsoft.com/en-in/help/5040448
https://support.microsoft.com/en-in/help/5040438
https://support.microsoft.com/en-in/help/5040442
https://support.microsoft.com/en-in/help/5040427
https://support.microsoft.com/en-in/help/5040431
https://support.microsoft.com/en-in/help/5040437
https://support.microsoft.com/en-in/help/5040456
https://support.microsoft.com/en-in/help/5040485
https://support.microsoft.com/en-in/help/5040497
https://support.microsoft.com/en-in/help/5040498
https://support.microsoft.com/en-in/help/5040499
https://support.microsoft.com/en-in/help/5040490
)",Cloud Agent,No,No,35,17,"Jul 9, 2024","Jul 8, 2024",Windows,CRITICAL,"Active Attacks,Easy Exploit,Malware Name,Public Exploit,Remote Code Execution,Privilege Escalation,CISA Known Exploited Vulnerabilities",Microsoft Windows 11 Pro 10.0.22631 64-bit N/A Build 22631 UBR 3737,-,-,1,"Successful exploit could compromise Confidentiality, Integrity and Availability<P>",Yes,2,337,,"KB5040442 is not installed 
%windir%\system32\ntoskrnl.exe  Version is  10.0.22621.3733
"
CVE-2024-38059,Win32k Elevation of Privilege Vulnerability,-,7.8,92149,Microsoft Windows Security Update for July 2024,5,5,Confirmed,"Jul 12, 2024","Jul 12, 2024",-,-,NEW,659180224,windows,"10.34.176.146,192.168.23.1,192.168.56.1,192.168.88.1","fe80:0:0:0:302b:2823:eb0d:5dba,fe80:0:0:0:b351:12b8:fa75:8f5f,fe80:0:0:0:bd57:adf7:ad2b:1e04,fe80:0:0:0:c0c6:d7bd:d505:2622","Please refer to the following KB Articles associated with the update:

KB5040430
KB5040434
KB5040448
KB5040438
KB5040442
KB5040427
KB5040431
KB5040437
KB5040456
KB5040485
KB5040497
KB5040498
KB5040499
KB5040490
(Please refer to the following KB Articles associated with the update:<BR>

https://support.microsoft.com/en-in/help/5040430
https://support.microsoft.com/en-in/help/5040434
https://support.microsoft.com/en-in/help/5040448
https://support.microsoft.com/en-in/help/5040438
https://support.microsoft.com/en-in/help/5040442
https://support.microsoft.com/en-in/help/5040427
https://support.microsoft.com/en-in/help/5040431
https://support.microsoft.com/en-in/help/5040437
https://support.microsoft.com/en-in/help/5040456
https://support.microsoft.com/en-in/help/5040485
https://support.microsoft.com/en-in/help/5040497
https://support.microsoft.com/en-in/help/5040498
https://support.microsoft.com/en-in/help/5040499
https://support.microsoft.com/en-in/help/5040490
)",Cloud Agent,No,No,35,17,"Jul 9, 2024","Jul 8, 2024",Windows,CRITICAL,"Active Attacks,Easy Exploit,Malware Name,Public Exploit,Remote Code Execution,Privilege Escalation,CISA Known Exploited Vulnerabilities",Microsoft Windows 11 Pro 10.0.22631 64-bit N/A Build 22631 UBR 3737,-,-,1,"Successful exploit could compromise Confidentiality, Integrity and Availability<P>",Yes,2,337,,"KB5040442 is not installed 
%windir%\system32\ntoskrnl.exe  Version is  10.0.22621.3733
"
CVE-2024-38015,Windows Remote Desktop Gateway (RD Gateway) Denial of Service Vulnerability,-,7.5,92149,Microsoft Windows Security Update for July 2024,5,5,Confirmed,"Jul 12, 2024","Jul 12, 2024",-,-,NEW,659180224,windows,"10.34.176.146,192.168.23.1,192.168.56.1,192.168.88.1","fe80:0:0:0:302b:2823:eb0d:5dba,fe80:0:0:0:b351:12b8:fa75:8f5f,fe80:0:0:0:bd57:adf7:ad2b:1e04,fe80:0:0:0:c0c6:d7bd:d505:2622","Please refer to the following KB Articles associated with the update:

KB5040430
KB5040434
KB5040448
KB5040438
KB5040442
KB5040427
KB5040431
KB5040437
KB5040456
KB5040485
KB5040497
KB5040498
KB5040499
KB5040490
(Please refer to the following KB Articles associated with the update:<BR>

https://support.microsoft.com/en-in/help/5040430
https://support.microsoft.com/en-in/help/5040434
https://support.microsoft.com/en-in/help/5040448
https://support.microsoft.com/en-in/help/5040438
https://support.microsoft.com/en-in/help/5040442
https://support.microsoft.com/en-in/help/5040427
https://support.microsoft.com/en-in/help/5040431
https://support.microsoft.com/en-in/help/5040437
https://support.microsoft.com/en-in/help/5040456
https://support.microsoft.com/en-in/help/5040485
https://support.microsoft.com/en-in/help/5040497
https://support.microsoft.com/en-in/help/5040498
https://support.microsoft.com/en-in/help/5040499
https://support.microsoft.com/en-in/help/5040490
)",Cloud Agent,No,No,35,17,"Jul 9, 2024","Jul 8, 2024",Windows,CRITICAL,"Active Attacks,Easy Exploit,Malware Name,Public Exploit,Remote Code Execution,Privilege Escalation,CISA Known Exploited Vulnerabilities",Microsoft Windows 11 Pro 10.0.22631 64-bit N/A Build 22631 UBR 3737,-,-,1,"Successful exploit could compromise Confidentiality, Integrity and Availability<P>",Yes,2,337,,"KB5040442 is not installed 
%windir%\system32\ntoskrnl.exe  Version is  10.0.22621.3733
"
CVE-2024-38058,BitLocker Security Feature Bypass Vulnerability,-,6.8,92149,Microsoft Windows Security Update for July 2024,5,5,Confirmed,"Jul 12, 2024","Jul 12, 2024",-,-,NEW,659180224,windows,"10.34.176.146,192.168.23.1,192.168.56.1,192.168.88.1","fe80:0:0:0:302b:2823:eb0d:5dba,fe80:0:0:0:b351:12b8:fa75:8f5f,fe80:0:0:0:bd57:adf7:ad2b:1e04,fe80:0:0:0:c0c6:d7bd:d505:2622","Please refer to the following KB Articles associated with the update:

KB5040430
KB5040434
KB5040448
KB5040438
KB5040442
KB5040427
KB5040431
KB5040437
KB5040456
KB5040485
KB5040497
KB5040498
KB5040499
KB5040490
(Please refer to the following KB Articles associated with the update:<BR>

https://support.microsoft.com/en-in/help/5040430
https://support.microsoft.com/en-in/help/5040434
https://support.microsoft.com/en-in/help/5040448
https://support.microsoft.com/en-in/help/5040438
https://support.microsoft.com/en-in/help/5040442
https://support.microsoft.com/en-in/help/5040427
https://support.microsoft.com/en-in/help/5040431
https://support.microsoft.com/en-in/help/5040437
https://support.microsoft.com/en-in/help/5040456
https://support.microsoft.com/en-in/help/5040485
https://support.microsoft.com/en-in/help/5040497
https://support.microsoft.com/en-in/help/5040498
https://support.microsoft.com/en-in/help/5040499
https://support.microsoft.com/en-in/help/5040490
)",Cloud Agent,No,No,30,17,"Jul 9, 2024","Jul 8, 2024",Windows,CRITICAL,"Active Attacks,Easy Exploit,Malware Name,Public Exploit,Remote Code Execution,Privilege Escalation,CISA Known Exploited Vulnerabilities",Microsoft Windows 11 Pro 10.0.22631 64-bit N/A Build 22631 UBR 3737,-,-,1,"Successful exploit could compromise Confidentiality, Integrity and Availability<P>",Yes,2,337,,"KB5040442 is not installed 
%windir%\system32\ntoskrnl.exe  Version is  10.0.22621.3733
"
CVE-2024-30098,Windows Cryptographic Services Security Feature Bypass Vulnerability,-,7.5,92149,Microsoft Windows Security Update for July 2024,5,5,Confirmed,"Jul 12, 2024","Jul 12, 2024",-,-,NEW,659180224,windows,"10.34.176.146,192.168.23.1,192.168.56.1,192.168.88.1","fe80:0:0:0:302b:2823:eb0d:5dba,fe80:0:0:0:b351:12b8:fa75:8f5f,fe80:0:0:0:bd57:adf7:ad2b:1e04,fe80:0:0:0:c0c6:d7bd:d505:2622","Please refer to the following KB Articles associated with the update:

KB5040430
KB5040434
KB5040448
KB5040438
KB5040442
KB5040427
KB5040431
KB5040437
KB5040456
KB5040485
KB5040497
KB5040498
KB5040499
KB5040490
(Please refer to the following KB Articles associated with the update:<BR>

https://support.microsoft.com/en-in/help/5040430
https://support.microsoft.com/en-in/help/5040434
https://support.microsoft.com/en-in/help/5040448
https://support.microsoft.com/en-in/help/5040438
https://support.microsoft.com/en-in/help/5040442
https://support.microsoft.com/en-in/help/5040427
https://support.microsoft.com/en-in/help/5040431
https://support.microsoft.com/en-in/help/5040437
https://support.microsoft.com/en-in/help/5040456
https://support.microsoft.com/en-in/help/5040485
https://support.microsoft.com/en-in/help/5040497
https://support.microsoft.com/en-in/help/5040498
https://support.microsoft.com/en-in/help/5040499
https://support.microsoft.com/en-in/help/5040490
)",Cloud Agent,No,No,35,17,"Jul 9, 2024","Jul 8, 2024",Windows,CRITICAL,"Active Attacks,Easy Exploit,Malware Name,Public Exploit,Remote Code Execution,Privilege Escalation,CISA Known Exploited Vulnerabilities",Microsoft Windows 11 Pro 10.0.22631 64-bit N/A Build 22631 UBR 3737,-,-,1,"Successful exploit could compromise Confidentiality, Integrity and Availability<P>",Yes,2,337,,"KB5040442 is not installed 
%windir%\system32\ntoskrnl.exe  Version is  10.0.22621.3733
"
CVE-2024-38081,".NET, .NET Framework, and Visual Studio Elevation of Privilege Vulnerability",-,7.3,92150,Microsoft .NET Framework Update for July 2024,3,3,Confirmed,"Jul 12, 2024","Jul 12, 2024",-,-,NEW,659180224,windows,"10.34.176.146,192.168.23.1,192.168.56.1,192.168.88.1","fe80:0:0:0:302b:2823:eb0d:5dba,fe80:0:0:0:b351:12b8:fa75:8f5f,fe80:0:0:0:bd57:adf7:ad2b:1e04,fe80:0:0:0:c0c6:d7bd:d505:2622",Customers are advised to refer to CVE-2024-38081 for more details pertaining to these vulnerabilities.(https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38081),Cloud Agent,No,No,35,17,"Jul 9, 2024","Jul 8, 2024",Windows,HIGH,"Easy Exploit,Privilege Escalation",Microsoft Windows 11 Pro 10.0.22631 64-bit N/A Build 22631 UBR 3737,-,-,1,Successful exploitation may allow a attacker to have Elevated Privileges.,Yes,2,337,,"KB5039895 is not installed 
%windir%\Microsoft.NET\Framework64\v4.0.30319\Mscorlib.dll Version is 4.8.9241.0
%windir%\Microsoft.NET\Framework\v4.0.30319\Mscorlib.dll Version is 4.8.9241.0
"
CVE-2014-9598,The picture_Release function in misc/picture.c in VideoLAN VLC media player 2.1.5 allows remote attackers to execute arbitrary code or cause a denial of service (write access violation) via a crafted M2V file.,6.8,-,123164,VLC Media Player Multiple Memory Corruption Vulnerabilities,3,3,Confirmed,"Jul 12, 2024","Jun 20, 2024",-,-,ACTIVE,659180224,windows,"10.34.176.146,192.168.23.1,192.168.56.1,192.168.88.1","fe80:0:0:0:302b:2823:eb0d:5dba,fe80:0:0:0:b351:12b8:fa75:8f5f,fe80:0:0:0:bd57:adf7:ad2b:1e04,fe80:0:0:0:c0c6:d7bd:d505:2622",The vendor has confirmed the vulnerability however there is no patch available as of now.(The vendor has confirmed the vulnerability however there is no patch available as of now.),Cloud Agent,No,No,37,39,"Jan 22, 2015",-,Local,MEDIUM,"Patch Not Available,Public Exploit,Remote Code Execution",Microsoft Windows 11 Pro 10.0.22631 64-bit N/A Build 22631 UBR 3737,-,-,7,"Successful exploitation of this vulnerability will allow an attacker to execute arbitrary code, failed exploits may result in denial of service.",No,2,337,,"C:\Program Files (x86)\VideoLAN\VLC\vlc.exe Version is  1.1.0.0
"
CVE-2014-9597,The picture_pool_Delete function in misc/picture_pool.c in VideoLAN VLC media player 2.1.5 allows remote attackers to execute arbitrary code or cause a denial of service (DEP violation and application crash) via a crafted FLV file.,6.8,-,123164,VLC Media Player Multiple Memory Corruption Vulnerabilities,3,3,Confirmed,"Jul 12, 2024","Jun 20, 2024",-,-,ACTIVE,659180224,windows,"10.34.176.146,192.168.23.1,192.168.56.1,192.168.88.1","fe80:0:0:0:302b:2823:eb0d:5dba,fe80:0:0:0:b351:12b8:fa75:8f5f,fe80:0:0:0:bd57:adf7:ad2b:1e04,fe80:0:0:0:c0c6:d7bd:d505:2622",The vendor has confirmed the vulnerability however there is no patch available as of now.(The vendor has confirmed the vulnerability however there is no patch available as of now.),Cloud Agent,No,No,37,39,"Jan 22, 2015",-,Local,MEDIUM,"Patch Not Available,Public Exploit,Remote Code Execution",Microsoft Windows 11 Pro 10.0.22631 64-bit N/A Build 22631 UBR 3737,-,-,7,"Successful exploitation of this vulnerability will allow an attacker to execute arbitrary code, failed exploits may result in denial of service.",No,2,337,,"C:\Program Files (x86)\VideoLAN\VLC\vlc.exe Version is  1.1.0.0
"
-,-,-,-,379931,VideoLAN VLC Media player Vulnerability fixed in VLC media player (VideoLAN-SB-VLC-3021),4,4,Potential,"Jul 12, 2024","Jun 20, 2024",-,-,ACTIVE,659180224,windows,"10.34.176.146,192.168.23.1,192.168.56.1,192.168.88.1","fe80:0:0:0:302b:2823:eb0d:5dba,fe80:0:0:0:b351:12b8:fa75:8f5f,fe80:0:0:0:bd57:adf7:ad2b:1e04,fe80:0:0:0:c0c6:d7bd:d505:2622","The vendor has released updates to resolve this issue. Refer to VideoLAN-SB-VLC-3021 to obtain more information.Workaround:The user should refrain from opening mms streams from untrusted third parties (or disable the VLC browser plugins), until the patch is applied.(https://www.videolan.org/security/sb-vlc3021.html)",Cloud Agent,No,No,-,39,"Jun 18, 2024","Jun 10, 2024",Local,HIGH,"High Lateral Movement,Privilege Escalation",Microsoft Windows 11 Pro 10.0.22631 64-bit N/A Build 22631 UBR 3737,-,-,7,Successful exploitation of this vulnerability could trigger either a crash of VLC or an arbitrary code execution with the privileges of the target user.<BR>,No,2,337,,"C:\Program Files (x86)\VideoLAN\VLC\vlc.exe  Version is  1.1.0.0
"
CVE-2010-2937,"The ReadMetaFromId3v2 function in taglib.cpp in the TagLib plugin in VideoLAN VLC media player 0.9.0 through 1.1.2 does not properly process ID3v2 tags, which allows remote attackers to cause a denial of service (application crash) via a crafted media file.",5,-,118383,VLC Media Player Meta-Information Remote Denial of Service Vulnerability,2,2,Confirmed,"Jul 12, 2024","Jun 20, 2024",-,-,ACTIVE,659180224,windows,"10.34.176.146,192.168.23.1,192.168.56.1,192.168.88.1","fe80:0:0:0:302b:2823:eb0d:5dba,fe80:0:0:0:b351:12b8:fa75:8f5f,fe80:0:0:0:bd57:adf7:ad2b:1e04,fe80:0:0:0:c0c6:d7bd:d505:2622","The latest patch is available for download fromVLC Web site.

Refer to vendor advisory VideoLAN-SA-1004 to obtain additional details about the vulnerability.(http://www.videolan.org/
<P>
http://www.videolan.org/security/sa1004.html)",Cloud Agent,No,No,30,39,"Aug 11, 2010","Aug 8, 2010",Local,MEDIUM,"Easy Exploit,Remote Code Execution",Microsoft Windows 11 Pro 10.0.22631 64-bit N/A Build 22631 UBR 3737,-,-,7,"If this vulnerability is successfully exploited, attackers can crash the affected application, denying service to legitimate users, or possibly execute arbitrary code.",No,2,337,,"C:\Program Files (x86)\VideoLAN\VLC\vlc.exe   found 
C:\Program Files (x86)\VideoLAN\VLC\vlc.exe Version is  1.1.0.0 
C:\Program Files (x86)\VideoLAN\VLC\vlc.exe  Version is  1.1.0.0
"
CVE-2019-5515,"VMware Workstation (15.x before 15.0.3, 14.x before 14.1.6) and Fusion (11.x before 11.0.3, 10.x before 10.1.6) updates address an out-of-bounds write vulnerability in the e1000 and e1000e virtual network adapters. Exploitation of this issue may lead to code execution on the host from the guest but it is more likely to result in a denial of service of the guest.",9,8.8,371719,"VMware Workstation (14.x,15.x), Fusion (10.x,11.x) Multiple Vulnerabilities (VMSA-2019-0005)",4,4,Confirmed,"Jul 12, 2024","Jun 20, 2024",-,-,ACTIVE,659180224,windows,"10.34.176.146,192.168.23.1,192.168.56.1,192.168.88.1","fe80:0:0:0:302b:2823:eb0d:5dba,fe80:0:0:0:b351:12b8:fa75:8f5f,fe80:0:0:0:bd57:adf7:ad2b:1e04,fe80:0:0:0:c0c6:d7bd:d505:2622","User can download latest version from:  
 VMware Workstation Pro 14.1.6, 15.0.3  
 VMware Workstation Player 14.1.6, 15.0.3 
 VMware Fusion Pro / Fusion 10.1.6, 11.0.3 
For more information refer to VMSA-2019-0005  (User can download latest version from: <BR> 
https://www.vmware.com/go/downloadworkstation
https://my.vmware.com/en/web/vmware/free#desktop_end_user_computing/vmware_workstation_player/14_0
https://www.vmware.com/go/downloadfusion
https://www.vmware.com/in/security/advisories/VMSA-2019-0005.html)",Cloud Agent,No,No,65,39,"Apr 1, 2019","Mar 27, 2019",Local,HIGH,"Denial Of Service,Easy Exploit,High Data Loss,High Lateral Movement,Predicted High Risk,Remote Code Execution",Microsoft Windows 11 Pro 10.0.22631 64-bit N/A Build 22631 UBR 3737,-,-,7,Successful exploitation  of this vulnerability may allow a guest to execute code on the host.,Yes,2,337,,"C:\Program Files (x86)\VMware\VMware Player\\vmplayer.exe  Version is  15.0.0.38213
"
CVE-2019-5524,VMware Workstation (14.x before 14.1.6) and Fusion (10.x before 10.1.6) contain an out-of-bounds write vulnerability in the e1000 virtual network adapter. This issue may allow a guest to execute code on the host.,9,8.8,371719,"VMware Workstation (14.x,15.x), Fusion (10.x,11.x) Multiple Vulnerabilities (VMSA-2019-0005)",4,4,Confirmed,"Jul 12, 2024","Jun 20, 2024",-,-,ACTIVE,659180224,windows,"10.34.176.146,192.168.23.1,192.168.56.1,192.168.88.1","fe80:0:0:0:302b:2823:eb0d:5dba,fe80:0:0:0:b351:12b8:fa75:8f5f,fe80:0:0:0:bd57:adf7:ad2b:1e04,fe80:0:0:0:c0c6:d7bd:d505:2622","User can download latest version from:  
 VMware Workstation Pro 14.1.6, 15.0.3  
 VMware Workstation Player 14.1.6, 15.0.3 
 VMware Fusion Pro / Fusion 10.1.6, 11.0.3 
For more information refer to VMSA-2019-0005  (User can download latest version from: <BR> 
https://www.vmware.com/go/downloadworkstation
https://my.vmware.com/en/web/vmware/free#desktop_end_user_computing/vmware_workstation_player/14_0
https://www.vmware.com/go/downloadfusion
https://www.vmware.com/in/security/advisories/VMSA-2019-0005.html)",Cloud Agent,No,No,65,39,"Apr 1, 2019","Mar 27, 2019",Local,HIGH,"Denial Of Service,Easy Exploit,High Data Loss,High Lateral Movement,Predicted High Risk,Remote Code Execution",Microsoft Windows 11 Pro 10.0.22631 64-bit N/A Build 22631 UBR 3737,-,-,7,Successful exploitation  of this vulnerability may allow a guest to execute code on the host.,Yes,2,337,,"C:\Program Files (x86)\VMware\VMware Player\\vmplayer.exe  Version is  15.0.0.38213
"
